EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
1104592,ORLEANS PAR.,VIEUX CARRE,05/09/2023,1520,Flash Flood, , ,0,0,0,0,LA,CST-6, ,181119,C,71,LIX,0,0,Public,Heavy Rain, , ,3,NNW,3,NW,VIEUX CARRE,05/09/2023,1720,30.01,-90.11,30.0084,-90.1098,"Public reports a few impassable roads in the Lakeview area of New Orleans with several roads that have water up to small car bumpers.","A more typical summertime pattern was in place on May 9th as scattered showers and thunderstorms started to develop during the late morning. With the help of colliding sea-breeze and lake-breeze boundaries over New Orleans, a thunderstorm developed over the city in the late morning. The storm rooted itself to the sea-breeze boundary and became nearly stationary over the city. The storm remained over the city for nearly 4 hours, causing considerable flash flooding, especially in the Gentilly area of New Orleans before dissipating in the late afternoon.",77
1125765,ORLEANS PAR.,ALGIERS,07/22/2023,1842,Flash Flood, , ,0,0,0,0,LA,CST-6, ,184081,C,71,LIX,0,0,Emergency Manager,Heavy Rain, , ,1,N,1,E,VIEUX CARRE,07/22/2023,1942,29.97,-90.05,29.9738,-90.057,"Streetwise website showed flash flooding at Galvez/Frenchmen St intersection.","A remnant outflow boundary made its way over southern Mississippi during the morning. Once daytime heating increased, convection formed along that boundary. The convection formed a line and surged out across southeast Louisiana, coastal Mississippi, and the marine waters before dying out at sunset.",78
1125770,ORLEANS PAR.,VIEUX CARRE,07/22/2023,1856,Flash Flood, , ,0,0,0,0,LA,CST-6, ,184081,C,71,LIX,0,0,Emergency Manager,Heavy Rain, , ,2,NNE,2,NNE,VIEUX CARRE,07/22/2023,1956,29.99,-90.07,29.9965,-90.0722,"Streetwise reported flash flooding along Gentilly Boulevard.","A remnant outflow boundary made its way over southern Mississippi during the morning. Once daytime heating increased, convection formed along that boundary. The convection formed a line and surged out across southeast Louisiana, coastal Mississippi, and the marine waters before dying out at sunset.",79
1125775,ORLEANS PAR.,ALGIERS,07/22/2023,1903,Flash Flood, , ,0,0,0,0,LA,CST-6, ,184081,C,71,LIX,0,0,Emergency Manager,Heavy Rain, , ,2,NNE,2,NNE,ALGIERS,07/22/2023,2003,29.98,-90.03,29.982,-90.0358,"The Streetwise website indicated street flash flooding at Florida Ave/Alvar Street.","A remnant outflow boundary made its way over southern Mississippi during the morning. Once daytime heating increased, convection formed along that boundary. The convection formed a line and surged out across southeast Louisiana, coastal Mississippi, and the marine waters before dying out at sunset.",80
1142720,ORLEANS PAR.,VIEUX CARRE,09/04/2023,1200,Flash Flood, , ,0,0,0,0,LA,CST-6, ,186161,C,71,LIX,0,0,NWS Employee,Heavy Rain, , ,3,NW,3,NW,VIEUX CARRE,09/04/2023,1400,30,-90.11,30.0059,-90.1091,"Report of flooded underpass at Canal Blvd with roads impassable in areas.","Fueled by an abundance of moisture, a thunderstorm complex developed during peak heating over the Pearl River basin. Aided by a very weak steering flow, the complex moved very slowly over portions of urbanized areas such as Slidell and eventually metro New Orleans, where flash flooding occurred during the afternoon and evening. The complex finally weakened during the evening as it became cold-pool dominant.",81
1142725,ORLEANS PAR.,VIEUX CARRE,09/04/2023,1206,Flash Flood, , ,0,0,0,0,LA,CST-6, ,186161,C,71,LIX,0,0,Public,Heavy Rain, , ,1,W,1,W,VIEUX CARRE,09/04/2023,1406,29.97,-90.09,29.9685,-90.0935,"Flooded street report at N Norman C Francis Parkway at Canal Street.","Fueled by an abundance of moisture, a thunderstorm complex developed during peak heating over the Pearl River basin. Aided by a very weak steering flow, the complex moved very slowly over portions of urbanized areas such as Slidell and eventually metro New Orleans, where flash flooding occurred during the afternoon and evening. The complex finally weakened during the evening as it became cold-pool dominant.",82
1142722,ORLEANS PAR.,VIEUX CARRE,09/04/2023,1213,Flash Flood, , ,0,0,0,0,LA,CST-6, ,186161,C,71,LIX,0,0,Public,Heavy Rain, , ,2,NNE,1,NNE,VIEUX CARRE,09/04/2023,1413,29.99,-90.07,29.9899,-90.0716,"Gentilly and 610 Underpass closed due to flood waters.","Fueled by an abundance of moisture, a thunderstorm complex developed during peak heating over the Pearl River basin. Aided by a very weak steering flow, the complex moved very slowly over portions of urbanized areas such as Slidell and eventually metro New Orleans, where flash flooding occurred during the afternoon and evening. The complex finally weakened during the evening as it became cold-pool dominant.",83
1142728,ORLEANS PAR.,VIEUX CARRE,09/04/2023,1215,Flash Flood, , ,0,0,0,0,LA,CST-6, ,186161,C,71,LIX,0,0,Public,Heavy Rain, , ,2,WNW,2,WNW,VIEUX CARRE,09/04/2023,1415,29.98,-90.11,29.9789,-90.1141,"I-10 in both directions closed due to high water at Metairie Road.","Fueled by an abundance of moisture, a thunderstorm complex developed during peak heating over the Pearl River basin. Aided by a very weak steering flow, the complex moved very slowly over portions of urbanized areas such as Slidell and eventually metro New Orleans, where flash flooding occurred during the afternoon and evening. The complex finally weakened during the evening as it became cold-pool dominant.",84
1142731,ORLEANS PAR.,VIEUX CARRE,09/04/2023,1235,Flash Flood, , ,0,0,0,0,LA,CST-6, ,186161,C,71,LIX,0,0,Public,Heavy Rain, , ,1,E,1,ESE,VIEUX CARRE,09/04/2023,1435,29.97,-90.07,29.9684,-90.0712,"Flooded street report at Ursulines Avenue and N Claiborne Avenue.","Fueled by an abundance of moisture, a thunderstorm complex developed during peak heating over the Pearl River basin. Aided by a very weak steering flow, the complex moved very slowly over portions of urbanized areas such as Slidell and eventually metro New Orleans, where flash flooding occurred during the afternoon and evening. The complex finally weakened during the evening as it became cold-pool dominant.",85
1142729,ORLEANS PAR.,NEW ORLEANS,09/04/2023,1235,Flash Flood, , ,0,0,0,0,LA,CST-6, ,186161,C,71,LIX,0,0,Public,Heavy Rain, , ,2,NNW,1,NNW,NEW ORLEANS,09/04/2023,1435,29.97,-90.11,29.9682,-90.1114,"Report of street flooding at S Carrolton Avenue and Tulane Avenue.","Fueled by an abundance of moisture, a thunderstorm complex developed during peak heating over the Pearl River basin. Aided by a very weak steering flow, the complex moved very slowly over portions of urbanized areas such as Slidell and eventually metro New Orleans, where flash flooding occurred during the afternoon and evening. The complex finally weakened during the evening as it became cold-pool dominant.",86
1142730,ORLEANS PAR.,VIEUX CARRE,09/04/2023,1238,Flash Flood, , ,0,0,0,0,LA,CST-6, ,186161,C,71,LIX,0,0,Public,Heavy Rain, , ,3,NW,3,NW,VIEUX CARRE,09/04/2023,1438,30,-90.11,29.999,-90.11,"Flooded street report at Polk Street and West End Blvd.","Fueled by an abundance of moisture, a thunderstorm complex developed during peak heating over the Pearl River basin. Aided by a very weak steering flow, the complex moved very slowly over portions of urbanized areas such as Slidell and eventually metro New Orleans, where flash flooding occurred during the afternoon and evening. The complex finally weakened during the evening as it became cold-pool dominant.",87
1142803,ORLEANS PAR.,VIEUX CARRE,09/04/2023,1245,Flash Flood, , ,0,0,0,0,LA,CST-6, ,186161,C,71,LIX,0,0,Public,Heavy Rain, , ,3,NNW,3,NNW,VIEUX CARRE,09/04/2023,1445,30.01,-90.1,30.0142,-90.1028,"Video of deep water covering roads on Memphis and Chapelle in Lakeview.","Fueled by an abundance of moisture, a thunderstorm complex developed during peak heating over the Pearl River basin. Aided by a very weak steering flow, the complex moved very slowly over portions of urbanized areas such as Slidell and eventually metro New Orleans, where flash flooding occurred during the afternoon and evening. The complex finally weakened during the evening as it became cold-pool dominant.",88
1142804,ORLEANS PAR.,VIEUX CARRE,09/04/2023,1300,Flash Flood, , ,0,0,15000,0,LA,CST-6, ,186161,C,71,LIX,0,0,Public,Heavy Rain, , ,2,NW,2,NW,VIEUX CARRE,09/04/2023,1500,29.99,-90.11,29.9921,-90.11,"Photo of water up to the top of a fully submerged car on Canal Blvd near the Railroad Trussel.","Fueled by an abundance of moisture, a thunderstorm complex developed during peak heating over the Pearl River basin. Aided by a very weak steering flow, the complex moved very slowly over portions of urbanized areas such as Slidell and eventually metro New Orleans, where flash flooding occurred during the afternoon and evening. The complex finally weakened during the evening as it became cold-pool dominant.",89
1153152,ORLEANS PAR.,NEW ORLEANS,12/02/2023,655,Flash Flood, , ,0,0,0,0,LA,CST-6, ,187776,C,71,LIX,0,0,Public,Heavy Rain, , ,0,N,1,W,NEW ORLEANS,12/02/2023,855,29.95,-90.1,29.9493,-90.1092,"Multiple reports of streets flooded across metro New Orleans, with most reports in the Mid City and Uptown areas. A few reports of underpasses closed at Carrolton and Canal.","During the morning of December 2nd, thunderstorms ignited along a convergent axis parallel to the upper-level flow. This set up over urbanized New Orleans, and caused flash flooding that morning. As that complex moved eastward, a strong cell moved over Lake Pontchartrain and produced a strong wind gust over the southern part of the lake. That cell was the last of the storms that day.",90
1162274,ORLEANS PAR.,GENTILLY,02/03/2024,1843,Flash Flood, , ,0,0,0,0,LA,CST-6, ,188991,C,71,LIX,0,0,Law Enforcement,Heavy Rain, , ,1,SE,1,SSE,GENTILLY,02/03/2024,2100,30.0085,-90.0179,30.008,-90.0229,"The Interstate 10 exit ramp at Downman Road was closed due to high water at the exit and down Downman Road.","A surface low developed in the northwestern Gulf of Mexico. As this low and developing cold front appendant to it tracked east along the northern Gulf Coast, a wide swath of showers and thunderstorms moved across southern Louisiana. Increasing buoyancy from pressure falling as the surface low moved in closer convective robustness of thunderstorms. The duration of heavy rain associated with this system resulted in flash flooding across portions of metro New Orleans.",91
1162278,ORLEANS PAR.,VIEUX CARRE,02/03/2024,1930,Flash Flood, , ,0,0,0,0,LA,CST-6, ,188991,C,71,LIX,0,0,Broadcast Media,Heavy Rain, , ,1,WNW,1,NW,VIEUX CARRE,02/03/2024,2100,29.979,-90.0991,29.9832,-90.0923,"Multiple streets across Mid City and Treme were flooded due to heavy rainfall.","A surface low developed in the northwestern Gulf of Mexico. As this low and developing cold front appendant to it tracked east along the northern Gulf Coast, a wide swath of showers and thunderstorms moved across southern Louisiana. Increasing buoyancy from pressure falling as the surface low moved in closer convective robustness of thunderstorms. The duration of heavy rain associated with this system resulted in flash flooding across portions of metro New Orleans.",92
1168655,ORLEANS PAR.,VIEUX CARRE,03/04/2024,1700,Flash Flood, , ,0,0,0,0,LA,CST-6, ,190009,C,71,LIX,0,0,Broadcast Media,Heavy Rain, , ,2,NW,2,NW,VIEUX CARRE,03/04/2024,1900,29.99,-90.1,29.9915,-90.1031,"The Marconi underpass was closed due to high water.","The combination of increasing surface heating, elevated moisture, and increasing atmospheric life from an approaching mid level disturbance induced increasing storm development. The main focus of heavier rain was on the south shore of Lake Pontchartrain. Slow storm movement and moderate to heavy rain rates resulted in multiple areas of flash flooding across New Orleans Metro.",93
1168656,ORLEANS PAR.,GENTILLY,03/04/2024,1700,Flash Flood, , ,0,0,0,0,LA,CST-6, ,190009,C,71,LIX,0,0,Broadcast Media,Heavy Rain, , ,1,W,1,W,GENTILLY,03/04/2024,1900,30.02,-90.05,30.0205,-90.0532,"Road flooding reported around the intersection of Franklin Ave and Allen Toussaint Blvd.","The combination of increasing surface heating, elevated moisture, and increasing atmospheric life from an approaching mid level disturbance induced increasing storm development. The main focus of heavier rain was on the south shore of Lake Pontchartrain. Slow storm movement and moderate to heavy rain rates resulted in multiple areas of flash flooding across New Orleans Metro.",94
1168657,ORLEANS PAR.,ALGIERS,03/04/2024,1740,Flash Flood, , ,0,0,0,0,LA,CST-6, ,190009,C,71,LIX,0,0,Broadcast Media,Heavy Rain, , ,0,N,0,NW,ALGIERS,03/04/2024,1940,29.95,-90.05,29.9528,-90.0548,"Multiple roads flooded through Algiers Point some spots had close to 6 inches of standing water.","The combination of increasing surface heating, elevated moisture, and increasing atmospheric life from an approaching mid level disturbance induced increasing storm development. The main focus of heavier rain was on the south shore of Lake Pontchartrain. Slow storm movement and moderate to heavy rain rates resulted in multiple areas of flash flooding across New Orleans Metro.",95
1168658,ORLEANS PAR.,NEW ORLEANS,03/04/2024,1747,Flash Flood, , ,0,0,0,0,LA,CST-6, ,190009,C,71,LIX,0,0,Broadcast Media,Heavy Rain, , ,1,SW,1,WSW,NEW ORLEANS,03/04/2024,1947,29.94,-90.11,29.9446,-90.1094,"Street flooding on Claiborne near State Street in front of Ursulines Academy. Spots had standing water over 6 inches.","The combination of increasing surface heating, elevated moisture, and increasing atmospheric life from an approaching mid level disturbance induced increasing storm development. The main focus of heavier rain was on the south shore of Lake Pontchartrain. Slow storm movement and moderate to heavy rain rates resulted in multiple areas of flash flooding across New Orleans Metro.",96
1168660,ORLEANS PAR.,ALGIERS,03/04/2024,1810,Flash Flood, , ,0,0,0,0,LA,CST-6, ,190009,C,71,LIX,0,0,Broadcast Media,Heavy Rain, , ,1,NW,1,NW,ALGIERS,03/04/2024,2010,29.96,-90.06,29.9608,-90.0619,"Flash flooding around Jackson Square. Video showed water more than 1.5 ft above the ground.","The combination of increasing surface heating, elevated moisture, and increasing atmospheric life from an approaching mid level disturbance induced increasing storm development. The main focus of heavier rain was on the south shore of Lake Pontchartrain. Slow storm movement and moderate to heavy rain rates resulted in multiple areas of flash flooding across New Orleans Metro.",97
1168662,ORLEANS PAR.,ALGIERS,03/04/2024,1820,Flash Flood, , ,0,0,0,0,LA,CST-6, ,190009,C,71,LIX,0,0,Emergency Manager,Heavy Rain, , ,1,W,1,W,ALGIERS,03/04/2024,2020,29.95,-90.06,29.9504,-90.0656,"Convention Center Emergency Manager reported water damage and water in entering the building in New Orleans, LA.","The combination of increasing surface heating, elevated moisture, and increasing atmospheric life from an approaching mid level disturbance induced increasing storm development. The main focus of heavier rain was on the south shore of Lake Pontchartrain. Slow storm movement and moderate to heavy rain rates resulted in multiple areas of flash flooding across New Orleans Metro.",98
1177902,ORLEANS PAR.,NEW ORLEANS,04/10/2024,804,Flash Flood, , ,0,0,0,0,LA,CST-6, ,190698,C,71,LIX,0,0,Public,Heavy Rain, , ,2,NNW,2,NNW,NEW ORLEANS,04/10/2024,904,29.97,-90.11,29.9697,-90.1131,"The Carrollton Underpass was closed due to high water.","A strong upper level disturbance, surface low, and cold front produced a line of severe thunderstorms that pushed across Southeast Louisiana and Southern Mississippi in the morning and early afternoon hours of Wednesday, April 10, 2024. The line of severe thunderstorms produced strong straight line winds,  extensive flash flooding in the New Orleans metro area and several tornadoes. The strongest tornado was an EF-2 tornado that impacted the city of Slidell in St. Tammany Parish, LA on the morning of the 10th. 7 tornadoes have been confirmed from this event. 4 of those 7 touched down and tracked across just the city of Slidell. At one point, as many as 3 of those 7 were on the ground at the same time. These tornadoes have been determined to range in strength from EFU to EF2 after NWS storm surveys and high resolution satellite analysis were conducted.",99
1177903,ORLEANS PAR.,VIEUX CARRE,04/10/2024,805,Flash Flood, , ,0,0,0,0,LA,CST-6, ,190698,C,71,LIX,0,0,Public,Heavy Rain, , ,2,NNE,1,NNE,VIEUX CARRE,04/10/2024,905,29.99,-90.07,29.9905,-90.0739,"The Gentilly underpass closed due to high water.","A strong upper level disturbance, surface low, and cold front produced a line of severe thunderstorms that pushed across Southeast Louisiana and Southern Mississippi in the morning and early afternoon hours of Wednesday, April 10, 2024. The line of severe thunderstorms produced strong straight line winds,  extensive flash flooding in the New Orleans metro area and several tornadoes. The strongest tornado was an EF-2 tornado that impacted the city of Slidell in St. Tammany Parish, LA on the morning of the 10th. 7 tornadoes have been confirmed from this event. 4 of those 7 touched down and tracked across just the city of Slidell. At one point, as many as 3 of those 7 were on the ground at the same time. These tornadoes have been determined to range in strength from EFU to EF2 after NWS storm surveys and high resolution satellite analysis were conducted.",100
1177905,ORLEANS PAR.,VIEUX CARRE,04/10/2024,823,Flash Flood, , ,0,0,0,0,LA,CST-6, ,190698,C,71,LIX,0,0,Public,Heavy Rain, , ,2,NE,2,SW,GENTILLY,04/10/2024,923,29.99,-90.05,29.995,-90.0529,"The Franklin underpass was closed due to high water.","A strong upper level disturbance, surface low, and cold front produced a line of severe thunderstorms that pushed across Southeast Louisiana and Southern Mississippi in the morning and early afternoon hours of Wednesday, April 10, 2024. The line of severe thunderstorms produced strong straight line winds,  extensive flash flooding in the New Orleans metro area and several tornadoes. The strongest tornado was an EF-2 tornado that impacted the city of Slidell in St. Tammany Parish, LA on the morning of the 10th. 7 tornadoes have been confirmed from this event. 4 of those 7 touched down and tracked across just the city of Slidell. At one point, as many as 3 of those 7 were on the ground at the same time. These tornadoes have been determined to range in strength from EFU to EF2 after NWS storm surveys and high resolution satellite analysis were conducted.",101
1177904,ORLEANS PAR.,VIEUX CARRE,04/10/2024,823,Flash Flood, , ,0,0,0,0,LA,CST-6, ,190698,C,71,LIX,0,0,Public,Heavy Rain, , ,1,NNW,1,NNW,VIEUX CARRE,04/10/2024,923,29.9798,-90.087,29.9835,-90.086,"Esplanade and Claiborne were impassible due to high water from heavy rainfall.","A strong upper level disturbance, surface low, and cold front produced a line of severe thunderstorms that pushed across Southeast Louisiana and Southern Mississippi in the morning and early afternoon hours of Wednesday, April 10, 2024. The line of severe thunderstorms produced strong straight line winds,  extensive flash flooding in the New Orleans metro area and several tornadoes. The strongest tornado was an EF-2 tornado that impacted the city of Slidell in St. Tammany Parish, LA on the morning of the 10th. 7 tornadoes have been confirmed from this event. 4 of those 7 touched down and tracked across just the city of Slidell. At one point, as many as 3 of those 7 were on the ground at the same time. These tornadoes have been determined to range in strength from EFU to EF2 after NWS storm surveys and high resolution satellite analysis were conducted.",102
1177906,ORLEANS PAR.,VIEUX CARRE,04/10/2024,824,Flash Flood, , ,0,0,0,0,LA,CST-6, ,190698,C,71,LIX,0,0,Public,Heavy Rain, , ,2,NE,2,NE,VIEUX CARRE,04/10/2024,924,29.99,-90.06,29.9945,-90.0596,"Elysian Fields and Abundance were impassable due to high water.","A strong upper level disturbance, surface low, and cold front produced a line of severe thunderstorms that pushed across Southeast Louisiana and Southern Mississippi in the morning and early afternoon hours of Wednesday, April 10, 2024. The line of severe thunderstorms produced strong straight line winds,  extensive flash flooding in the New Orleans metro area and several tornadoes. The strongest tornado was an EF-2 tornado that impacted the city of Slidell in St. Tammany Parish, LA on the morning of the 10th. 7 tornadoes have been confirmed from this event. 4 of those 7 touched down and tracked across just the city of Slidell. At one point, as many as 3 of those 7 were on the ground at the same time. These tornadoes have been determined to range in strength from EFU to EF2 after NWS storm surveys and high resolution satellite analysis were conducted.",103
1177907,ORLEANS PAR.,VIEUX CARRE,04/10/2024,825,Flash Flood, , ,0,0,0,0,LA,CST-6, ,190698,C,71,LIX,0,0,Public,Dam / Levee Break, , ,1,SE,1,SE,VIEUX CARRE,04/10/2024,925,29.96,-90.07,29.9641,-90.0717,"Several inches of standing water was on Canal near the Saenger Theater.","A strong upper level disturbance, surface low, and cold front produced a line of severe thunderstorms that pushed across Southeast Louisiana and Southern Mississippi in the morning and early afternoon hours of Wednesday, April 10, 2024. The line of severe thunderstorms produced strong straight line winds,  extensive flash flooding in the New Orleans metro area and several tornadoes. The strongest tornado was an EF-2 tornado that impacted the city of Slidell in St. Tammany Parish, LA on the morning of the 10th. 7 tornadoes have been confirmed from this event. 4 of those 7 touched down and tracked across just the city of Slidell. At one point, as many as 3 of those 7 were on the ground at the same time. These tornadoes have been determined to range in strength from EFU to EF2 after NWS storm surveys and high resolution satellite analysis were conducted.",104
1177918,ORLEANS PAR.,VIEUX CARRE,04/10/2024,1050,Flash Flood, , ,0,0,0,0,LA,CST-6, ,190698,C,71,LIX,0,0,Public,Heavy Rain, , ,3,NW,3,NW,VIEUX CARRE,04/10/2024,1150,30,-90.11,30.0049,-90.1192,"Several inches of standing water was reported in Lakeview with some roads impassible. Via social media.","A strong upper level disturbance, surface low, and cold front produced a line of severe thunderstorms that pushed across Southeast Louisiana and Southern Mississippi in the morning and early afternoon hours of Wednesday, April 10, 2024. The line of severe thunderstorms produced strong straight line winds,  extensive flash flooding in the New Orleans metro area and several tornadoes. The strongest tornado was an EF-2 tornado that impacted the city of Slidell in St. Tammany Parish, LA on the morning of the 10th. 7 tornadoes have been confirmed from this event. 4 of those 7 touched down and tracked across just the city of Slidell. At one point, as many as 3 of those 7 were on the ground at the same time. These tornadoes have been determined to range in strength from EFU to EF2 after NWS storm surveys and high resolution satellite analysis were conducted.",105
1177919,ORLEANS PAR.,VIEUX CARRE,04/10/2024,1051,Flash Flood, , ,0,0,0,0,LA,CST-6, ,190698,C,71,LIX,0,0,Public,Heavy Rain, , ,2,ENE,1,ENE,VIEUX CARRE,04/10/2024,1151,29.98,-90.05,29.9813,-90.06,"Several inches of standing water was reported in St. Roch area of New Orleans via social media.","A strong upper level disturbance, surface low, and cold front produced a line of severe thunderstorms that pushed across Southeast Louisiana and Southern Mississippi in the morning and early afternoon hours of Wednesday, April 10, 2024. The line of severe thunderstorms produced strong straight line winds,  extensive flash flooding in the New Orleans metro area and several tornadoes. The strongest tornado was an EF-2 tornado that impacted the city of Slidell in St. Tammany Parish, LA on the morning of the 10th. 7 tornadoes have been confirmed from this event. 4 of those 7 touched down and tracked across just the city of Slidell. At one point, as many as 3 of those 7 were on the ground at the same time. These tornadoes have been determined to range in strength from EFU to EF2 after NWS storm surveys and high resolution satellite analysis were conducted.",106
1177923,ORLEANS PAR.,VIEUX CARRE,04/10/2024,1111,Flash Flood, , ,0,0,0,0,LA,CST-6, ,190698,C,71,LIX,0,0,Public,Heavy Rain, , ,2,ENE,2,ENE,VIEUX CARRE,04/10/2024,1211,29.98,-90.05,29.978,-90.0502,"Multiple streets along Galvez were impassible due to high water.","A strong upper level disturbance, surface low, and cold front produced a line of severe thunderstorms that pushed across Southeast Louisiana and Southern Mississippi in the morning and early afternoon hours of Wednesday, April 10, 2024. The line of severe thunderstorms produced strong straight line winds,  extensive flash flooding in the New Orleans metro area and several tornadoes. The strongest tornado was an EF-2 tornado that impacted the city of Slidell in St. Tammany Parish, LA on the morning of the 10th. 7 tornadoes have been confirmed from this event. 4 of those 7 touched down and tracked across just the city of Slidell. At one point, as many as 3 of those 7 were on the ground at the same time. These tornadoes have been determined to range in strength from EFU to EF2 after NWS storm surveys and high resolution satellite analysis were conducted.",107
1185923,ORLEANS PAR.,VIEUX CARRE,05/16/2024,2240,Flash Flood, , ,0,0,0,0,LA,CST-6, ,192267,C,71,LIX,0,0,Department of Highways,Heavy Rain, , ,2,NNE,2,NNE,VIEUX CARRE,05/16/2024,2340,29.99,-90.07,29.9898,-90.0672,"Underpass at I-610 and Gentilly Blvd flooded.","Continual progressive flow aloft coupled with unstable air ignited thunderstorms across southeastern Texas during the afternoon hours. These storms formed into a linear complex and traversed along a northward advancing warm front draped across the gulf coast. Aided by ample instability and favorable wind shear, this cluster organized into a damaging wind with embedded tornado risk across southeastern Louisiana. Multiple rounds of storms also aided in flash flooding across urbanized areas. The complex continued to dive southward, favoring the highest instability and continued in to the coastal waters off of Mississippi. This complex continued to produce strong wind gusts until it exited the coastal waters.",108
1185927,ORLEANS PAR.,GENTILLY,05/16/2024,2305,Flash Flood, , ,0,0,0,0,LA,CST-6, ,192267,C,71,LIX,0,0,Department of Highways,Heavy Rain, , ,1,E,1,E,GENTILLY,05/17/2024,5,30.02,-90.02,30.0202,-90.0179,"A report of 1.5 feet of water over sections of Downman Road.","Continual progressive flow aloft coupled with unstable air ignited thunderstorms across southeastern Texas during the afternoon hours. These storms formed into a linear complex and traversed along a northward advancing warm front draped across the gulf coast. Aided by ample instability and favorable wind shear, this cluster organized into a damaging wind with embedded tornado risk across southeastern Louisiana. Multiple rounds of storms also aided in flash flooding across urbanized areas. The complex continued to dive southward, favoring the highest instability and continued in to the coastal waters off of Mississippi. This complex continued to produce strong wind gusts until it exited the coastal waters.",109
1185994,ORLEANS PAR.,ALGIERS,05/30/2024,1050,Flash Flood, , ,0,0,0,0,LA,CST-6, ,192278,C,71,LIX,0,0,Public,Heavy Rain, , ,1,SW,1,WSW,ALGIERS,05/30/2024,1150,29.94,-90.06,29.9453,-90.0627,"Video of several inches of standing water near the intersection of St. Joseph St and Convention Center Blvd via social media.","Sea-breeze and lake-breeze boundaries, along with favorable instability, triggered thunderstorm development during the late morning and afternoon timeframe. These storms produced strong winds across the waters during that timeframe. These storms were also slow-moving, so urban areas saw some flash flooding during the morning. With no wind shear, these storms dissipated a couple hours later.",110
1190846,ORLEANS PAR.,ALGIERS,06/01/2024,1415,Flash Flood, , ,0,0,0,0,LA,CST-6, ,192846,C,71,LIX,0,0,Broadcast Media,Heavy Rain, , ,1,NW,1,WNW,ALGIERS,06/01/2024,1515,29.96,-90.06,29.9562,-90.0632,"Broadcast media relayed a video of sidewalk and street flooding in the French Quarter.","Convection initiation on June 1st was fairly typical summertime with storms developing along sea breeze boundaries in the late morning hours. These storms began to grow upscale as daytime heating persisted combined with ample instability and moisture in place. Storms became more widespread and intense as a more organized complex moved into the local forecast area from southwest Louisiana. A handful of storms intensified enough to produce severe hail and damaging winds.",111
1205889,ORLEANS PAR.,ALGIERS,07/05/2024,1900,Flash Flood, , ,0,0,0,0,LA,CST-6, ,195057,C,71,LIX,0,0,Public,Heavy Rain, , ,1,NW,1,WNW,ALGIERS,07/05/2024,2100,29.96,-90.06,29.9545,-90.0633,"Flooding reported at the intersection of Decatur and Toulouse.","Thunderstorms initiated along a cold front during the late afternoon across southern Mississippi. This complex of thunderstorms made its way southward into southeast Louisiana. These thunderstorms produced heavy rainfall in a short amount of time in New Orleans, causing flash flooding across the city. They also produced gusty winds over the waters before dissipating.",112
1205891,ORLEANS PAR.,NEW ORLEANS,07/05/2024,1900,Flash Flood, , ,0,0,0,0,LA,CST-6, ,195057,C,71,LIX,0,0,Emergency Manager,Heavy Rain, , ,2,NNW,1,NNW,NEW ORLEANS,07/05/2024,2100,29.97,-90.11,29.9706,-90.1072,"Carrollton underpass closed due to flash flooding.","Thunderstorms initiated along a cold front during the late afternoon across southern Mississippi. This complex of thunderstorms made its way southward into southeast Louisiana. These thunderstorms produced heavy rainfall in a short amount of time in New Orleans, causing flash flooding across the city. They also produced gusty winds over the waters before dissipating.",113
1205892,ORLEANS PAR.,VIEUX CARRE,07/05/2024,1905,Flash Flood, , ,0,0,0,0,LA,CST-6, ,195057,C,71,LIX,0,0,Public,Heavy Rain, , ,1,SE,1,SE,VIEUX CARRE,07/05/2024,2105,29.96,-90.07,29.9593,-90.068,"Flooding at the intersection of N Rampart and St Peter.","Thunderstorms initiated along a cold front during the late afternoon across southern Mississippi. This complex of thunderstorms made its way southward into southeast Louisiana. These thunderstorms produced heavy rainfall in a short amount of time in New Orleans, causing flash flooding across the city. They also produced gusty winds over the waters before dissipating.",114
1205893,ORLEANS PAR.,NEW ORLEANS,07/05/2024,1910,Flash Flood, , ,0,0,0,0,LA,CST-6, ,195057,C,71,LIX,0,0,Public,Heavy Rain, , ,1,E,1,E,NEW ORLEANS,07/05/2024,2110,29.95,-90.08,29.948,-90.0776,"Flooding near Highway 90 and Earhart.","Thunderstorms initiated along a cold front during the late afternoon across southern Mississippi. This complex of thunderstorms made its way southward into southeast Louisiana. These thunderstorms produced heavy rainfall in a short amount of time in New Orleans, causing flash flooding across the city. They also produced gusty winds over the waters before dissipating.",115
